nama_dosen,bidang,article_id,judul,authors,link_artikel,nama_jurnal,tahun,citation
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,aqlVkmm33-oC,Performance comparison of cnn and resnet50 for skin cancer classification using u-net segmented images,"AW Murdiyanto, DH Zulfikar, BSW Poetro, AC Siregar",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:aqlVkmm33-oC,"Indonesian Journal of Data and Science 5 (3), 198-205, 2024",2024,6
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,Zph67rFs4hoC,Optimizing Neurodegenerative Disease Classification with Canny Segmentation and Voting Classifier: An Imbalanced Dataset Study,"A Sinra, BSW Poetro, H Angriani, H Zein, IA Musdar, M Taruk",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:Zph67rFs4hoC,"International Journal of Artificial Intelligence in Medical Issues 1 (2), 95-105, 2023",2023,6
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,ufrVoPGSRksC,Pendampingan Pengembangan Teknologi Informasi pada UMKM Rangkul Semarang,"BSW Poetro, SFC Haviana",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:ufrVoPGSRksC,"Indonesian Journal of Community Services 4 (1), 66, 2022",2022,6
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,2osOgNQ5qMEC,"Perbandingan Efisiensi, Efektifitas dan Kualitas Algoritma Rijndael dengan Algoritma Camellia pada Citra Digital","BSW Poetro, R Wardoyo",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:2osOgNQ5qMEC,"BIMIPA 24 (3), 281-291, 2014",2014,6
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,9yKSN-GCB0IC,Kriptografi Citra Digital Dengan Algoritma Rijndael Dan Transformasi Wavelet Diskrit Haar,"BSW Poetro, A Sugiharto, SN Endah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:9yKSN-GCB0IC,"Seminar Nasional Ilmu Komputer Universitas Diponegoro, Semarang 7, 2010",2010,6
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,Se3iqnhoufwC,Deteksi Ketersediaan Tempat Parkir menggunakan Mask R-CNN (Studi Kasus: Fakultas Teknologi Industri Universitas Islam Sultan Agung),"A Ayudhawara, BSW Poetro, M Qomaruddin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:Se3iqnhoufwC,"Prosiding Seminar Riset Mahasiswa 1 (1), 245-251, 2023",2023,4
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,qxL8FJ1GzNcC,Prediksi Penyakit Batu Ginjal dengan Menerapkan Convolutional Neural Network,"BSW Poetro, S Mulyono, VA Pramesti",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:qxL8FJ1GzNcC,"Jurnal Buana Informatika 15 (2), 153-162, 2024",2024,3
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,8k81kl-MbHgC,Pelatihan desain grafis sebagai langkah penjaringan dan regenerasi pekerja kreatif pada umkm galgil indonesia,"SFC Haviana, BSW Poetro, WN Satrioajie",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:8k81kl-MbHgC,"Indonesian Journal of Community Services 5 (1), 35-44, 2023",2023,3
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,YOwf2qJgpHMC,Identifikasi kematangan buah jeruk medan menggunakan K-nearest neighbor berbasis metrik RGB,"ASJ Putra, IMI Subroto, BSW Poetro",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:YOwf2qJgpHMC,"TRANSISTOR Elektro dan Informatika 5 (3), 155-160, 2023",2023,3
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,W7OEmFMy1HYC,Rancang Bangun Aplikasi Baca Berita Online dengan Peringkas Teks Otomatis Menggunakan Algoritma Textrank,RF Khaqiqi,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:W7OEmFMy1HYC,"Universitas Islam Sultan Agung, 2021",2021,3
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,Tyk-4Ss8FVUC,Perancangan Sistem Pakar Untuk Mengidentifikasi Gangguan Pada Tanaman Jambu Air Menggunakan Metode Certainty Factor,"A Yusuf, BSW Poetro",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:Tyk-4Ss8FVUC,"Journal of Applied Science and Technology 1 (01), 1-5, 2021",2021,3
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,zYLM7Y9cAGgC,Greedy Algorithm In Greedy Reduction Education Game Based On Android Platform,"BSW Poetro, N Hidayah, S Alifah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:zYLM7Y9cAGgC,"Journal of Telematics and Informatics 6 (1), 53-62, 2018",2018,3
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,9ZlFYXVOiuMC,Buku Ajar Pengolahan Citra Digital,"AC Siregar, BSW Poetro, BC Octariadi, R Robet, S Sucipto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:9ZlFYXVOiuMC,"PT. Green Pustaka Indonesia, 2025",2025,2
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,4DMP91E08xMC,Mr. Anggara Putra Meldyantono Implementasi Sistem Absensi Berbasis Pengenalan Wajah Menggunakan Metode CNN dan Model FaceNet: Menggunakan Metode CNN dan Model FaceNet,"AP Meldyantono, BSW Poetro",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:4DMP91E08xMC,"Jurnal Rekayasa Sistem Informasi dan Teknologi 2 (3), 996-1006, 2025",2025,2
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,KlAtU1dfN6UC,"Classification of Ischemic, Infectious, and Normal Diabetic Foot Ulcers Based on the EfficientNet Model","S Mulyono, NAC Sadyah, IMI Subroto, SFC Haviana, BSW Poetro, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:KlAtU1dfN6UC,"2023 10th International Conference on Electrical Engineering, Computer …, 2023",2023,2
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,MXK_kJrjxJIC,Peningkatan Fitur Layanan Sistem Informasi Pada UMKM Rangkul Semarang,"BSW Poetro, SFC Haviana",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:MXK_kJrjxJIC,"Jurnal Pengabdian kepada Masyarakat Nusantara 4 (2), 1134-1140, 2023",2023,2
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,IjCSPb-OGe4C,Implementation of 128 bits Camellia Algorithm for Cryptography in Digital Image,BSW Poetro,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:IjCSPb-OGe4C,"IOP Conference Series: Materials Science and Engineering 190 (1), 012038, 2017",2017,2
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,hqOjcs7Dif8C,Penerapan Algoritma Fisher Yates Shuffle Pada Game Edukasi Belajar Matematika,A Najib,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:hqOjcs7Dif8C,"Universitas Islam Sultan Agung Semarang, 2022",2022,1
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,_FxGoFyzp5QC,Sosialisasi Perawatan dan Pembuatan Face Shield bagi Tenaga Kesehatan,"N Khoiriyah, S Mulyono, BSW Poetro",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:_FxGoFyzp5QC,"Abdimas: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang 6 (3), 439-446, 2021",2021,1
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,YsMSGLbcyi4C,Sistem Pendukung Keputusan Perekrutan Karyawan Dengan Metode SAW (Simple Additive Weighting) Pada Pt. Shield-On Service,F Alwi,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:YsMSGLbcyi4C,"Universitas Islam Sultan Agung, 2021",2021,1
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,mVmsd5A6BfQC,Penyempurnaan Web Desa dan Penambahan Aplikasi Digital Pelayanan Mandiri Masyarakat (Pelayanan Online) Desa Manggihan,"BSW Poetro, D Kurniadi, SFC Haviana",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:mVmsd5A6BfQC,"Indonesian Journal of Community Services 7 (1), 68-75, 0",,1
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,hC7cP41nSMkC,Predicting Cardiovascular Disease Using Machine Learning: A Feature Engineering and Model Comparison Approach,"BSW Poetro, DH Zulfikar, IMS Raharja, NM Setiohardjo",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:hC7cP41nSMkC,"International Journal of Artificial Intelligence in Medical Issues 3 (2), 69-78, 2025",2025,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,qUcmZB5y_30C,Automated Waste Classification with VGG16 CNN Model for Sustainable Waste Management,"BSW Poetro, D Kurniadi, AP Meldyantono",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:qUcmZB5y_30C,"IOP Conference Series: Earth and Environmental Science 1543 (1), 012037, 2025",2025,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,IWHjjKOFINEC,A Systematic Literature Review on Information Technology Involvement in Preventing and Mitigating Semarang City Floods,"SFC Haviana, S Mulyono, BSW Poetro",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:IWHjjKOFINEC,"IOP Conference Series: Earth and Environmental Science 1543 (1), 012036, 2025",2025,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,Wp0gIr-vW9MC,SISTEM DETEKSI GAMBAR DEEPFAKE MENGGUNAKAN CNN DENSENET-121 DENGAN WATERMARKING LEAST SIGNIFICANT BIT (LSB),"FA Jiwani, BSW Poetro",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:Wp0gIr-vW9MC,"Jurnal Rekayasa Sistem Informasi dan Teknologi 2 (3), 1157-1170, 2025",2025,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,UebtZRa9Y70C,SISTEM PENGAMANAN DOKUMEN PENGAJUAN HAK PATEN DENGAN MENGGUNAKAN METODE STEGANOGRAFI LINE SHIFTING,"A Saifurrohman, BSW Poetro, M Taufik",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:UebtZRa9Y70C,"Prosiding Seminar Riset Mahasiswa 1 (1), 236-244, 2023",2023,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,Y0pCki6q_DkC,Web Based Security System Academic Exam Questions Using Advanced Encryption Standard,"BSW Poetro, SFC Haviana, A Budiman",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:Y0pCki6q_DkC,"Journal of Applied Science and Technology 1 (02), 13-22, 2021",2021,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,LkGwnXOMwfcC,SIMULASI KRIPTOGRAFI VIDEO MENGGUNAKAN ALGORITMA CAMELLIA,LA Manan,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:LkGwnXOMwfcC,"Fakultas Teknologi Industri UNISSULA, 2018",2018,
"Bagus Satrio WP, S.Kom., M.Cs.",Teknik Informatika,UeHWp8X0CEIC,Pengelompokan Penderita Gejala Kolesterol Melalui Pola Iris Mata Menggunakan Moment Invarian dan Euclidean Distance,AL Bagus Satrio Waluyo,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=MI2jIdgAAAAJ&pagesize=100&citation_for_view=MI2jIdgAAAAJ:UeHWp8X0CEIC,"Prosiding Seminar Nasional Ilmu Komputer Universitas Dipenogoro 2012, 110-114, 2012",2012,
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,1qzjygNMrQYC,"WhatsApp, viber and telegram: Which is the best for instant messaging?","T Sutikno, L Handayani, D Stiawan, MA Riyadi, IMI Subroto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:1qzjygNMrQYC,"International Journal of Electrical & Computer Engineering (2088-8708) 6 (3), 2016",2016,295
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,t6usbXjVLHcC,Sistem informasi angket pengukuran skala kebutuhan materi pembelajaran tambahan sebagai pendukung pengambilan keputusan di sekolah menengah atas menggunakan skala likert,"M Maryuliana, IMI Subroto, SFC Haviana",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:t6usbXjVLHcC,"TRANSISTOR Elektro dan Informatika 1 (1), 1-12, 2016",2016,272
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,5ugPr518TE4C,Comparing performance of data mining algorithms in prediction heart diseases,"M Abdar, SRN Kalhori, T Sutikno, IMI Subroto, G Arji",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:5ugPr518TE4C,"Deakin University, 2015",2015,178
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,ipzZ9siozwsC,An approach for optimizing ensemble intrusion detection systems,"D Stiawan, A Heryanto, A Bardadi, DP Rini, IMI Subroto, MYB Idris, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:ipzZ9siozwsC,"Ieee Access 9, 6930-6947, 2020",2020,49
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,9yKSN-GCB0IC,Plagiarism Detection through Internet using Hybrid Artificial Neural Network and Support Vector Machine,"IMI Subroto, A Selamat",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:9yKSN-GCB0IC,"TELKOMNIKA Telecommunication, Computing, Electronics and Control 12 (1), 2014",2014,30
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,kz9GbA2Ns4gC,"Proposal of the S-score for measuring the performance of researchers, institutions, and journals in Indonesia","L Lukman, M Dimyati, Y Rianto, IMI Subroto, T Sutikno, DS Hidayat, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:kz9GbA2Ns4gC,"Science Editing 5 (2), 135-141, 2018",2018,29
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,zYLM7Y9cAGgC,Fortifying big data infrastructures to face security and privacy issues,"T Sutikno, D Stiawan, IMI Subroto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:zYLM7Y9cAGgC,"TELKOMNIKA (Telecommunication Computing Electronics and Control) 12 (4), 751-752, 2014",2014,29
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,foquWX3nUaYC,An Improved LSTM-PCA Ensemble Classifier for SQL Injection and XSS Attack Detection.,"D Stiawan, A Bardadi, N Afifah, L Melinda, A Heryanto, TW Septian, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:foquWX3nUaYC,"Computer Systems Science & Engineering 46 (2), 2023",2023,25
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,u5HHmVD_uO8C,Arabic script web page language identification using hybrid-KNN method,"A Selamat, IMI Subroto, CC Ng",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:u5HHmVD_uO8C,"International Journal of Computational Intelligence and Applications 8 (03 …, 2009",2009,25
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,j8SEvjWlNXcC,Sistem Pencarian E-Journal Menggunakan Metode Stopword Removal dan Stemming Berbasis Android,"MS Anwar, IMI Subroto, S Mulyono",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:j8SEvjWlNXcC,"Prosiding Konstelasi Ilmiah Mahasiswa Unissula (KIMU) Klaster Engineering, 2020",2020,21
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,JQOojiI6XY0C,Sistem rekomendasi penerimaan kartu indonesia pintar (kip) menggunakan metode simple additive weighting,"MA Purwanto, IMI Subroto, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:JQOojiI6XY0C,"TRANSISTOR Elektro dan Inform 3 (2), 111-119, 2018",2018,18
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,vDijr-p_gm4C,IMPLEMENTASI COSINE SIMILARITY MATCHING DALAM PENENTUAN DOSEN PEMBIMBING TUGAS AKHIR,"SFCH L Yasni, IMI Subroto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:vDijr-p_gm4C,"TRANSMISI 20 (1), 22-28, 2018",2018,18
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,W5xh706n7nkC,Improving the classification performance on imbalanced data sets via new hybrid parameterisation model,"M Mohamad, A Selamat, IM Subroto, O Krejcar",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:W5xh706n7nkC,"Journal of King Saud University-Computer and Information Sciences 33 (7 …, 2021",2021,17
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,HE397vMXCloC,Sistem Informasi Retribusi Pedagang Pasar Kabupaten Semarang,"S Murtiani, IMI Subroto, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:HE397vMXCloC,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI) 1 (1), 47-59, 2016",2016,15
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,dTyEYWd-f8wC,Sistem Rekomendasi Hasil Pencarian Artikel Menggunakan Metode Jaccardâ€™ s Coefficient,"M Fadelillah, IMI Subroto, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:dTyEYWd-f8wC,"TRANSISTOR Elektro dan Informatika 2 (1), 1-14, 2017",2017,11
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,qjMakFHDy7sC,The architecture of indonesian publication index: A major indonesian academic database,"IMI Subroto, T Sutikno, D Stiawan",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:qjMakFHDy7sC,"TELKOMNIKA (Telecommunication Computing Electronics and Control) 12 (1), 1-5, 2014",2014,11
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,XiVPGOgt02cC,Rancang Bangun Sistem Informasi Monitoring Pekerjaan Umum dengan Pendekatan Konsep Nilai Hasil,"RA Rahman, IMI Subroto, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:XiVPGOgt02cC,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI) 1 (2), 13-21, 2016",2016,10
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,VaXvl8Fpj5cC,Presensi Karyawan Perguruan Tinggi Berbasis Aplikasi Mobile Menggunakan Geolocation dan Verifikasi Biometrik,"S Ardianto, IMI Subroto, SFC Haviana",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:VaXvl8Fpj5cC,"TRANSISTOR Elektro dan Informatika 4 (3), 181-189, 2022",2022,9
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,Mojj43d5GZwC,Rancang Bangun Sistem Informasi Pelelangan Ikan Berbasis Web Pada Tempat Pelelangan Ikan Kabupaten Situbondo Jawa Timur,"R Gabels, IMI Subroto, M Taufik",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:Mojj43d5GZwC,"Jurnal Transistor Elektro Dan Informatika (TRANSISTOR EI) 1 (2), 22-36, 2016",2016,9
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,oNZyr7d5Mn4C,Deteksi Plagiat Tugas Akhir dengan Metode Jaccard Similarity,"S Utomo, IMI Subroto, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:oNZyr7d5Mn4C,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI, vol. 4, no. 2, p, 2022",2022,7
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,TIZ-Mc8IlK0C,Sistem pakar diagnosa penyakit ikan nila berbasis metode Bayes,"MAU Anwar, IMI Subroto, M Taufik",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:TIZ-Mc8IlK0C,"Jurnal Transistor Elektro Dan Informatika (TRANSISTOR EI) 4 (1), 1-10, 2022",2022,7
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,olpn-zPbct0C,SIM-Ekskul: Rancang Bangun Sistem Informasi Manajemen Ekstrakurikuler pada Sekolah Menengah Atas,"A Chaidir, IMI Subroto, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:olpn-zPbct0C,"Jurnal Transistor 1 (1), 37-46, 2016",2016,7
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,k8Z6L05lTy4C,Sistem monitoring dan kontrol kualitas air pada kolam ikan koi berbasis internet of things (IoT),AB Pratama,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:k8Z6L05lTy4C,"Universitas Islam Sultan Agung, 2022",2022,6
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,_Re3VWB3Y0AC,Obtaining Reference's Topic Congruity in Indonesian Publications using Machine Learning Approach,"SFC Haviana, IMI Subroto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:_Re3VWB3Y0AC,"2019 6th International Conference on Electrical Engineering, Computer …, 2019",2019,6
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,7T2F9Uy0os0C,Artificial neural network for healthy chicken meat identification,"F Yumono, IMI Subroto, SAD Prasetyowati",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:7T2F9Uy0os0C,"IAES International Journal of Artificial Intelligence 7 (1), 63, 2018",2018,6
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,WqliGbK-hY8C,Expert system on soybean disease using knowledge representation method,"LR Haidar, IMI Subroto, A Marwanto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:WqliGbK-hY8C,"Journal of Telematics and Informatics 5 (1), 36-46, 2017",2017,6
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,Dip1O2bNi0gC,Expert retrieval based on local journals metadata to drive small-medium industries (SMI) collaboration for product innovation,"S Al Hakim, DI Sensuse, I Budi, IMI Subroto, AHAM Siagian",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:Dip1O2bNi0gC,"Social Network Analysis and Mining 13 (1), 68, 2023",2023,5
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,zLWjf1WUPmwC,Hybrid FLC-LMS Algorithm for Predicting Sediment Volume in the River.,"SA Dwi Prasetyowati, B Arifin, J Ardalli, M Ismail, IM Ibnu Subroto, ...",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:zLWjf1WUPmwC,"International Journal of Intelligent Engineering & Systems 14 (2), 2021",2021,5
"Imam Much Ibnu Subroto, ST., M.Sc., Ph.D.",Teknik Informatika,YsMSGLbcyi4C,Data mining on the heart disease with the use of different algorithms,"M Abdar, SRN Kalhori, T Sutikno, IMI Subroto, G Arji",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=eo5Qe8IAAAAJ&pagesize=100&citation_for_view=eo5Qe8IAAAAJ:YsMSGLbcyi4C,"International Journal of Electrical and Computer Engineering 5 (6), 2015",2015,5
